"type","group_code","job_title_id","title","service","personnel_category","military_occupation_id","service_code_type","code_status","service_title","status"
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","5505","MOS","Active","Director/Assistant Director, The President's Own, U.S. Marine Band",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","5506","MOS","Active","Staff Officer, The President's Own, U.S. Marine Band",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","5506","MOS","Active","Staff Officer, The President's Own, U.S. Marine Band",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","5507","MOS","Active","U.S. Marine Drum and Bugle Corps Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","5702","MOS","Active","Chemical, Biological, Radiological and Nuclear (CBRN) Defense Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","5803","MOS","Active","Military Police Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","5804","MOS","Active","Corrections Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","5805","MOS","Active","Criminal Investigation Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","5902","MOS","Active","Electronics Maintenance Officer Aviation Command and Control (C2)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","5910","MOS","Active","Aviation Radar Maintenance Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","5950","MOS","Active","Air Traffic Control Systems Maintenance Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","5970","MOS","Active","Data Systems Maintenance Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","6002","MOS","Active","Aircraft Maintenance Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","6004","MOS","Active","Aircraft Maintenance Engineer Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","6004","MOS","Active","Aircraft Maintenance Engineer Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","6012","MOS","Active","Aviation Maintenance Controller/Production Controller",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","6018","MOS","Active","Aviation Quality Assurance Representative (QAR)/Inspector",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","6019","MOS","Active","Aircraft Maintenance Chief",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","6042","MOS","Active","Individual Material Readiness List (IMRL) Asset Manager",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","6046","MOS","Active","Aircraft Maintenance Administration Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","6302","MOS","Active","Avionics Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","6302","MOS","Active","Avionics Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","6502","MOS","Active","Aviation Ordnance Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","6502","MOS","Active","Aviation Ordnance Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","6602","MOS","Active","Aviation Supply Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","6604","MOS","Active","Aviation Supply Operations Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","6607","MOS","Active","Aviation Logistician",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","6607","MOS","Active","Aviation Logistician",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","6608","MOS","Active","AIRSpeed Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","6608","MOS","Active","AIRSpeed Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","6617","MOS","Active","Enlisted Aviation Logistician",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","6618","MOS","Active","Enlisted AIRSpeed Coordinator",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","6802","MOS","Active","Meteorology and Oceanography (METOC) Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","6802","MOS","Active","Meteorology and Oceanography (METOC) Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","6877","MOS","Active","Weapons and Tactics Instructor-METOC",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","6877","MOS","Active","Weapons and Tactics Instructor-METOC",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","7002","MOS","Active","Expeditionary Airfield and Emergency Services Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7202","MOS","Active","Air Command and Control Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7204","MOS","Active","Low Altitude Air Defense Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7208","MOS","Active","Air Support Control Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7210","MOS","Active","Air Defense Control Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7220","MOS","Active","Air Traffic Control Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7237","MOS","Active","Senior Air Director (SAD)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7277","MOS","Active","Weapons and Tactics Instructor-Air Control",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7315","MOS","Active","Unmanned Aircraft Commander",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","7315","MOS","Active","Unmanned Aircraft Commander",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","7380","MOS","Active","Tactical Systems Officer/Mission Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7502","MOS","Active","Forward Air Controller/Air Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7507","MOS","Active","Pilot VMA FRS Basic AV-8B",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7508","MOS","Active","Pilot VMA AV-8A/C Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7509","MOS","Active","Pilot VMA AV-8B Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7512","MOS","Active","Pilot Fixed-Wing Transport Aircraft, KC-130J",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7513","MOS","Active","Pilot Helicopter, AH-1Z/UH-1Y",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7516","MOS","Active","Pilot VMFA FRS Basic F-35B Pilot",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7517","MOS","Active","VH-71, Presidential Helicopter Pilot",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7518","MOS","Active","Pilot VMFA FRS F-35B Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7521","MOS","Active","Pilot VMFA FRS Basic F/A-18 Pilot",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7523","MOS","Active","Pilot VMFA F/A-18 Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7524","MOS","Active","Naval Flight Officer (NFO), FRS Basic F/A-18D Weapons Systems Officer (WSO)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7525","MOS","Active","Naval Flight Officer (NFO), Qualified F/A-18D Weapons Systems Officer (WSO)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7527","MOS","Active","Pilot VMFA F/A-18D Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7531","MOS","Active","Pilot VMM, FRS Basic V-22 Pilot",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7532","MOS","Active","Pilot VMM, V-22 Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7541","MOS","Active","Pilot VMAQ/VMFP FRS Basic EA-6B Pilot",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7542","MOS","Active","Pilot VMAQ/VMFP EA-6A Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7543","MOS","Active","Pilot VMAQ/VMFP EA-6B Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7550","MOS","Active","Pilot VMGR Maritime Advanced (NATC)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7551","MOS","Active","Pilot VMGR, C-9 Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7552","MOS","Active","Pilot VMGR, TC-4C Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7553","MOS","Active","Pilot C-20/C-37 Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7554","MOS","Active","Pilot VMGR, UC-35 Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7555","MOS","Active","Pilot VMGR, UC-12B Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7556","MOS","Active","Pilot VMGR, KC-130 Co-Pilot (T2P/T3P)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7557","MOS","Active","Pilot VMGR, KC-130 Aircraft Commander",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7558","MOS","Active","Pilot HMH/M/L/A, FRS Basic CH-53D",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7559","MOS","Active","Pilot VMGR, CT-39 Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7560","MOS","Active","Pilot HMH/M/L/A, FRS Basic CH-53E",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7561","MOS","Active","Pilot HMH/M/L/A, FRS Basic CH-46",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7562","MOS","Active","Pilot HMH/M/L/A, CH-46 Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7563","MOS","Active","Pilot HMH/M/L/A, UH-1 Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7564","MOS","Active","Pilot HMH/M/L/A, CH-53 A/D Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7565","MOS","Active","Pilot HMH/M/L/A, AH-1 Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7566","MOS","Active","Pilot HMH/M/L/A, CH-53E Qualified",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7567","MOS","Active","Pilot HMH/M/L/A, FRS Basic UH-1N",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7568","MOS","Active","Pilot HMH/M/L/A, FRS Basic AH-1",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7577","MOS","Active","Weapons and Tactics Instructor",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7582","MOS","Active","Naval Flight Officer (NFO), FRS Basic EA-6B Electronic Warfare Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7588","MOS","Active","Naval Flight Officer (NFO), Qualified EA-6B Electronic Warfare Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7589","MOS","Active","V/STOL Landing Signal Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7594","MOS","Active","Landing Signal Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7595","MOS","Active","Test Pilot/Flight Test Project Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7596","MOS","Active","Aviation Safety Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7597","MOS","Active","Basic Pilot, Basic Rotary Wing",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","7598","MOS","Active","Basic Fixed Wing Pilot",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8002","MOS","Active","Joint Terminal Attack Controller",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8002","MOS","Active","Joint Terminal Attack Controller",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8003","MOS","Active","General Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8009","MOS","Active","Billet Designator-Air Control/Anti-Air Warfare Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8012","MOS","Active","Ground Safety Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8012","MOS","Active","Ground Safety Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8016","MOS","Active","Special Technical Operations (Officer)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8016","MOS","Active","Special Technical Operations (Officer)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8023","MOS","Active","Parachute Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8023","MOS","Active","Parachute Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8024","MOS","Active","Combatant Diver Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8026","MOS","Active","Parachute/Combatant Diver Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8040","MOS","Active","Colonel, Logistician",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8041","MOS","Active","Colonel, Ground",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8042","MOS","Active","Colonel, Naval Aviator/Naval Flight Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8051","MOS","Active","Operations Research Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8051","MOS","Active","Operations Research Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8055","MOS","Active","Information Management Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8055","MOS","Active","Information Management Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8056","MOS","Active","Hazardous Material/Hazardous Waste (HM/HW) Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8057","MOS","Active","Acquisition Professional Candidate",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8058","MOS","Active","Acquisition Manager/Acquisition Core Member",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8059","MOS","Active","Acquisition Management Professional",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8060","MOS","Active","Acquisition Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8060","MOS","Active","Acquisition Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8220","MOS","Active","Billet Designator-Political Military Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8220","MOS","Active","Billet Designator-Political Military Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8221","MOS","Active","Regional Affairs Officer-Latin America",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8221","MOS","Active","Regional Affairs Officer-Latin America",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8222","MOS","Active","Regional Affairs Officer - Eurasia",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8222","MOS","Active","Regional Affairs Officer - Eurasia",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8223","MOS","Active","Regional Affairs Officer-People's Republic of China",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8223","MOS","Active","Regional Affairs Officer-People's Republic of China",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8224","MOS","Active","Regional Affairs Officer-Middle East/North Africa",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8224","MOS","Active","Regional Affairs Officer-Middle East/North Africa",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8225","MOS","Active","Regional Affairs Officer-Sub-Saharan Africa",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8225","MOS","Active","Regional Affairs Officer-Sub-Saharan Africa",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8226","MOS","Active","Regional Affairs Officer - South Asia",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8226","MOS","Active","Regional Affairs Officer - South Asia",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8227","MOS","Active","Regional Affairs Officer-Western Europe",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8227","MOS","Active","Regional Affairs Officer-Western Europe",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8228","MOS","Active","Regional Affairs Officer-East Asia (Excluding People's Republic of China)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8228","MOS","Active","Regional Affairs Officer-East Asia (Excluding People's Republic of China)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8229","MOS","Active","Regional Affairs Officer-Eastern Europe (Excluding Former Soviet Union)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8229","MOS","Active","Regional Affairs Officer-Eastern Europe (Excluding Former Soviet Union)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8240","MOS","Active","Basic Foreign Area Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8240","MOS","Active","Basic Foreign Area Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8241","MOS","Active","Foreign Area Officer-Latin America",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8241","MOS","Active","Foreign Area Officer-Latin America",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8242","MOS","Active","Foreign Area Officer-Eurasia",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8242","MOS","Active","Foreign Area Officer-Eurasia",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8243","MOS","Active","Foreign Affairs Officer-People's Republic of China",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8243","MOS","Active","Foreign Affairs Officer-People's Republic of China",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8244","MOS","Active","Foreign Area Officer-Middle East/North Africa",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8244","MOS","Active","Foreign Area Officer-Middle East/North Africa",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8245","MOS","Active","Foreign Affairs Officer-Sub-Saharan Africa",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8245","MOS","Active","Foreign Affairs Officer-Sub-Saharan Africa",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8246","MOS","Active","Foreign Area Officer-South Asia",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8246","MOS","Active","Foreign Area Officer-South Asia",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8247","MOS","Active","Foreign Affairs Officer-Western Europe",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8247","MOS","Active","Foreign Affairs Officer-Western Europe",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8248","MOS","Active","Foreign Area Officer-East Asia (Excluding People's Republic Of China)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8248","MOS","Active","Foreign Area Officer-East Asia (Excluding People's Republic Of China)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8249","MOS","Active","Foreign Area Officer-Eastern Europe (Excluding Former Soviet Union)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8249","MOS","Active","Foreign Area Officer-Eastern Europe (Excluding Former Soviet Union)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","8411","MOS","Active","Recruiter",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","8412","MOS","Active","Career Recruiter",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8640","MOS","Active","Requirements Manager",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8640","MOS","Active","Requirements Manager",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8802","MOS","Active","Education Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8802","MOS","Active","Education Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8803","MOS","Active","Leadership Development Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8803","MOS","Active","Leadership Development Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8820","MOS","Active","Aeronautical Engineer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8824","MOS","Active","Electronics Engineer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8824","MOS","Active","Electronics Engineer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8825","MOS","Active","Modeling and Simulation Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8825","MOS","Active","Modeling and Simulation Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8826","MOS","Active","Ordnance Systems Engineer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8826","MOS","Active","Ordnance Systems Engineer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8831","MOS","Active","Environmental Engineering Management Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8831","MOS","Active","Environmental Engineering Management Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8832","MOS","Active","Nuclear Engineer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8832","MOS","Active","Nuclear Engineer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8834","MOS","Active","Technical Information Operations Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8834","MOS","Active","Technical Information Operations Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8840","MOS","Active","Manpower Management Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8840","MOS","Active","Manpower Management Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8844","MOS","Active","Financial Management Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8846","MOS","Active","Data Systems Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8846","MOS","Active","Data Systems Specialist",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8848","MOS","Active","Management, Data Systems Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8848","MOS","Active","Management, Data Systems Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8850","MOS","Active","Operations Analyst",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8850","MOS","Active","Operations Analyst",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8852","MOS","Active","Defense Systems Analyst",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8852","MOS","Active","Defense Systems Analyst",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8858","MOS","Active","Command, Control, Communications, Computers and Intelligence (C4I) Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8858","MOS","Active","Command, Control, Communications, Computers and Intelligence (C4I) Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8862","MOS","Active","Material Management Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8862","MOS","Active","Material Management Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8866","MOS","Active","Space Operations Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8866","MOS","Active","Space Operations Officer",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Officer","8878","MOS","Active","Historian",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Warrant Officer","8878","MOS","Active","Historian",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","8991","MOS","Active","Sergeant Major of The Marine Corps",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Marine Corps","Enlisted","8999","MOS","Active","Sergeant Major-First Sergeant",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Navy","Officer","111","DESIGNATOR","Active","URL - Surface Warfare",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Navy","Officer","112","DESIGNATOR","Active","URL - Submarine Warfare",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Navy","Officer","113","DESIGNATOR","Active","URL - Special Warfare",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Navy","Officer","114","DESIGNATOR","Active","URL - Special Operations (EOD/DIV/SAL/EOM)",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Navy","Officer","120","DESIGNATOR","Active","RL - Human Resources",NULL
"WHITE COLLAR","0300","0340","Program Management Series","Navy","Officer","120","DESIGNATOR","Active","URL - Materiel Professional designated",NULL
