"service","category","code","type","status","title","description","moc_url"
"Coast Guard","Warrant Officer","010","PAY CODE","Active","Boatswain","No description available.",NULL
"Coast Guard","Warrant Officer","011","PAY CODE","Active","Weapons","No description available.",NULL
"Coast Guard","Warrant Officer","013","PAY CODE","Active","Electronics","No description available.",NULL
"Coast Guard","Warrant Officer","014","PAY CODE","Active","Physicians Assistant","No description available.",NULL
"Coast Guard","Warrant Officer","015","PAY CODE","Active","Aviation Engineering","No description available.",NULL
"Coast Guard","Warrant Officer","016","PAY CODE","Active","Naval Engineering","No description available.",NULL
"Coast Guard","Warrant Officer","017","PAY CODE","Active","Material Maintenance","No description available.",NULL
"Coast Guard","Warrant Officer","018","PAY CODE","Active","Personnel Administration","No description available.",NULL
"Coast Guard","Warrant Officer","019","PAY CODE","Active","Public Information","No description available.",NULL
"Coast Guard","Warrant Officer","020","PAY CODE","Active","Finance and Supply","No description available.",NULL
"Coast Guard","Warrant Officer","021","PAY CODE","Active","Medical Administration","No description available.",NULL
"Coast Guard","Warrant Officer","022","PAY CODE","Active","Bandmaster","No description available.",NULL
"Coast Guard","Warrant Officer","023","PAY CODE","Active","Investigations","No description available.",NULL
"Coast Guard","Warrant Officer","024","PAY CODE","Active","Port Safety and Security","No Description Available",NULL
"Coast Guard","Warrant Officer","030","PAY CODE","Active","Information Systems Management","No description available.",NULL
"Coast Guard","Warrant Officer","035","PAY CODE","Active","Marine Safety Specialist","No description available.",NULL
"Coast Guard","Warrant Officer","040","PAY CODE","Active","Operations Systems Specialist","No description available.",NULL
"Marines","Enlisted","0111","MOS","Active","Administrative Specialist","Administrative specialists perform personnel, general operational and manpower management administration at all levels.",NULL
"Marines","Enlisted","0147","MOS","Active","Equal Opportunity Advisor (EOA)","Equal opportunity advisors (EOA) to the commanding general/ commander are assigned to major Marine Corps installations. EOA's primary mission is to provide instruction, assistance, and advice on all equal opportunity (EO) matters to installation and tenant commanders. Primary responsibility and duty is the command EO Advisor. EO Advisors must exercise leadership and sound judgment in the performance of their duties. EO Advisors maintain administrative control of the Discrimination and Sexual Harassment (DASH) reporting system. Act as points of contact to the installation/tenant commanders on all EO matters and maintain liaison with HQMC (MPE). Duties include, assisting commands with investigations into allegations of discrimination, to include sexual harassment, as directed by cognizant authority; advise commanders and military personnel on complaint resolution procedures both formal and informal; conduct inspections of command equal opportunity program, as directed by cognizant authority; assist in unit EO climate assessment; assist the command's EO representatives with unit EO training, cultural events or celebrations on those days set aside for recognition of contributions of various groups; and provide input into EO policies and programs for both installation and tenant commands. EO advisors will assist commanders, at all level with monitoring organization EO climate, identifying trends and areas of concern, and suggesting methods for improving command EO climate. Monitor the effectiveness of command EO training; conduct quarterly training for unit EO representatives in their areas of responsibility. Manage the command's Training Information Resource (TIR) library. Emphasize the use of the Informal Resolution System (IRS) to resolve conflicts at the lowest level.",NULL
"Marines","Enlisted","0149","MOS","Active","Substance Abuse Control Specialist","Substance abuse control specialists provide substance abuse education/prevention, urinalysis",NULL
"Marines","Enlisted","0161","MOS","Active","Postal Clerk","Postal clerks perform all duties necessary to the efficient operation of a Marine Corps Post Office. Mail handling duties can include, but are not limited to accepting, sorting, manifesting and dispatching all types of mail, to include official mail. Postal clerks also issue and cash USPS money orders, sell stamps, apply postage to, and mail out parcels. They perform any other duties in connection with the proper running of a postal operation. Only postal Marines receiving formal training as listed in the prerequisites and assigned to a military postal facility, may be given this MOS. Postal clerks will not be assigned to unit mailrooms to conduct mail clerk/orderly functions.",NULL
"Marines","Enlisted","0171","MOS","Active","Manpower Information Systems (MIS) Analyst","Manpower information system analysts serve as the functional managers of specific, fielded Manpower Information Systems in a regional jurisdiction. These Marines serve as critical management supervisors for the Marines Corps Total Force System (MCTFS) which impacts all active, reserve and retired personnel. MIS analysts provide procedural assistance in the preparation, submission, retrieval and audit of records and reports within the MCTFS, the Diary/Marine Integrated Personnel System (UD/MIPS), the On-line Diary System (OLDS), SABRS Manpower Analytical Retrieval Tool System (SMARTS), and other automated manpower information systems. Typical duties of MIS analyst include research, procedural or system problem solving for reporting units, monitoring completion of class I systems cyclic updates, Marine Online (MOL) issues, and conducting educational/training contact visits to both active and reserve reporting units within the regional jurisdiction. Duties of this magnitude require that they typically support over 100 reporting units and anywhere from 20,000 to 70,000 Marines within their respective geographical region. MOS 0171 can only be assigned upon completion of 12 months OJT in a Manpower Information System Support Office (MISSO) with approval of the Officer in Charge of MISSO and CMC (MIO). MOS 0171 should be considered more extensive than MOS 0111 requirements due to the broad spectrum of functional areas covered. This MOS will be assigned a NMOS only.",NULL
"Marines","Enlisted","0211","MOS","Active","Counterintelligence/Human Source Intelligence CI/HUMINT Specialist","CI/HUMINT specialists are created by lateral move from any MOS. They are involved in all facets of planning and conducting CI and human intelligence operations and activities. CI activities are concerned with identifying and counteracting the threat of friendly forces posed by hostile intelligence organizations, or by persons engaged in espionage, sabotage, subversion or terrorism. HUMINT activities are designed to obtain intelligence information using human beings as both sources and collectors, where the human being is the primary collection instrument. CI/HUMINT specialists are expected to possess a working knowledge of the organization, operations, and techniques employed by foreign intelligence services and terrorist organizations. They conduct human intelligence operations to collect information of intelligence value for the commander. They collect information of intelligence value by means of conducting interrogations, debriefings, screenings and liaison operations. CI/HUMINT Marines obtaining a qualifying DLAB score can receive language training. Qualified CI/HUMINT specialist use foreign language skills and/or interpreters to conduct CI/HUMINT activities; exploit foreign language documents; and recordings. In addition to knowing a foreign country's language, they are familiar with the area, customs, culture, religion, and traditions of its people, and infrastructure. In support of these functions, CI/HUMINT specialists utilize automated databases, interview/interrogation techniques, liaison, specialized CI techniques, technical support measures, intelligence/investigative photography, reporting-writing techniques and other capabilities as required to accomplish the mission. This MOS will be assigned and voided only by the authority of the CMC (MM). This MOS is applicable to the Reserves.",NULL
"Marines","Enlisted","0212","MOS","Active","Technical Surveillance Countermeasures (TSCM) Specialist","Technical surveillance countermeasures trained and certified counterintelligence specialists are involved in all facets of planning and conducting tactical, strategic, and joint TSCM operations and activities. These activities are designed to locate, identify, and neutralize the threat of technical surveillance penetration of sensitive areas. These specialists are expected to possess a working knowledge of the techniques and equipment employed by foreign intelligence services and terrorist organizations for the technical penetration of spaces. These specialists normally perform as members of a CI TSCM sub-team or detachment; however, they may also perform duties in support of Naval Criminal Investigative Service; as a TSCM instructor at Ft Meade, MD; or as a TSCM representative to national level CI/investigative agencies. This MOS is to be assigned only as a skill designator MOS and will be assigned and voided only by the authority of the CMC (MM).",NULL
"Marines","Enlisted","0231","MOS","Active","Intelligence Specialist","Intelligence specialists are familiar with all phases and facets of intelligence operations. Typical duties of intelligence specialists involve the collection, recording, analysis, processing, and dissemination of information/ intelligence. The intelligence specialist, depending on his/her rank, may supervise intelligence sections of commands up to and including MEF. A percentage of 0231s will undergo foreign language training. Qualified Marines may fill billets that require foreign language skills to conduct interpretation/translation activities and to exploit foreign language documents and recordings. DoD has stated a career goal for professional linguists of achieving Interagency Language Roundtable General Professional Proficiency (level-3) in those modalities (listening, reading, and/or speaking) required to perform his or her primary function. Linguists are encouraged to take advantage of language training events in order to achieve this goal. This MOS will be assigned and voided only by the CMC (MM).",NULL
"Marines","Enlisted","0241","MOS","Active","Imagery Analysis Specialist","MOS 0241, Imagery Analysis Specialists are accessed by lateral move from any MOS. They process and analyze imagery gathered by various sensor platforms to derive intelligence. They use photogrammetric skills to assist the commander in accurate target acquisition and perform reconnaissance mission planning for multi-mission, multi-source imagery reconnaissance. Intelligence derived by the imagery analyst is used in updating military intelligence databases at national, theater, and organic level. Imagery analysis products include Battle Damage Assessment (BDA), Order of Battle (OOB), Lines of Communication (LOC) surveys, Helicopter Landing Zone (HLZ), coastal landing beaches, Expeditionary Airfields, Non-Combatant Evacuation Operation (NEO) studies and target identification.",NULL
"Marines","Enlisted","0261","MOS","Active","Geographic Intelligence Specialist","MOS 0261, Geographic intelligence specialist is an entry level primary MOS. Geographic intelligence specialists collect, analyze, and process geophysical data. They perform precision ground control survey operations to provide the positional data required for various weapons delivery and C3 systems, construct and revise military maps and charts, conduct geodetic, topographic, and hydrographic survey operations, and analyze terrain and hydrography as a functional aspect of military intelligence. Equipment utilized includes survey and mapping instrumentation such as the theodolites, electronic and satellite positioning equipment, and microcomputer based mapping equipment.",NULL
"Marines","Enlisted","0282","MOS","Active","Tactical Debriefer","TD trained and certified Marines are subject matter experts on conducting, planning and questioning of cooperative subjects and dissemination of intelligence related information. These specialists are expected to possess a working knowledge of the fundamentals of the production of intelligence related reporting and dissemination, planning collection efforts, intelligence oversights, basic intelligence questioning and a basic understanding of the rights of individuals being questioned. This MOS is to be assigned only as a FMOS and will be assigned and voided only by the authority of the Director of Intelligence (DIRINT). This MOS is applicable to the Reserves.",NULL
"Marines","Enlisted","0283","MOS","Active","Advanced Foreign Counterintelligence Specialist (AFCS)","AFCS trained and certified foreign counterintelligence specialists are subject matter experts on conducting Foreign Counterintelligence Investigations, surveillance operations and Offensive Foreign Counterintelligence Operations (OFCO), to include DoD authorities and requirements for CI operations, the operational cycle, tradecraft, foreign intelligence and security service structure and targeting, bi-lateral operations, surveillance detection, technical, polygraph and psychology support to counterintelligence operation. This MOS is to be assigned only as a FMOS and will be assigned and voided only by the authority of the Director of Intelligence (DIRINT). This MOS is applicable to the Reserves.",NULL
"Marines","Enlisted","0287","MOS","Active","Military Source Operations Specialist (MSOS)","MSOS trained and certified human source operations intelligence specialists are subject matter experts on the techniques and methodologies for planning, conducting aned managing source operations. These specialists are expected to possess a working knowledge of Human Source Intelligence tradecraft, mission analysis, source administration, intelligence oversight and liaison. This MOS is to be assigned only as a FMOS and will be assigned and voided only by the authority of the Director of Intelligence (DIRINT). This MOS is applicable to the Reserves.",NULL
"Marines","Enlisted","0289","MOS","Active","Strategic Debriefing Specialist (SDS)","SDS trained and certified strategic debriefing specialists are subject matter experts on the techniques and methodologies for conducting overt strategic debriefings. These specialists are expected to possess a working knowledge of HUMINT requirements, cultural communications and intelligence report writing. Specialists are trained to conduct debriefings of foreign sources, FORMICA and private sector programs. This MOS is to be assigned only as a FMOS and will be assigned and voided only by the authority of the Director of Intelligence (DIRINT). This MOS is applicable to the Reserves.",NULL
"Marines","Enlisted","0291","MOS","Active","Intelligence Chief","Intelligence chiefs assist and advise the AC/S, G-2 concerning the operation of the intelligence section. Their responsibilities are to ensure efficient operation of the intelligence section by supervising, instructing, and assisting section personnel in the performance of their duties.",NULL
"Marines","Enlisted","0293","MOS","Active","Advanced Military Source Operations Specialist (AMOS)","AMSOS trained and certified advanced military source operations specialists are subject matter experts on controlled HUMINT source operations capable of advising commanders on HUMINT operations across the full spectrum of war and capable of employing overt and clandestine methodology to the full spectrum of HUMINT operations. These specialists are expected to possess a working knowledge of technical and non-technical source operation communication, management, operational employment and specialized collection categories. Specialist are capable of utilizing tactics, techniques and procedures and tradecraft in relation to advanced human source intelligence opertions. Specialists are trained and have working knowledge of conducting coordination/deconfliction with National and other governmental agencies for human source intelligence operations. This MOS is to be assigned only as a FMOS and will be assigned and voided only by the authority of the Director of Intelligence (DIRINT). This MOS is applicable to the Reserves.",NULL
"Marines","Enlisted","0311","MOS","Active","Rifleman","The riflemen employ the M16A2 service rifle, the M203 grenade launcher and the squad automatic weapon (SAW). Riflemen are the primary scouts, assault troops, and close combat forces available to the MAGTF. They are the foundation of the Marine infantry organization, and as such are the nucleus of the fire team in the rifle squad, the scout team in the LAR squad, scout-snipers in the infantry battalion, and reconnaissance or assault team in the reconnaissance units. Noncommissioned officers are assigned as fire team leaders, scout team leaders, rifle squad leaders, or rifle platoon guides.",NULL
"Marines","Enlisted","0312","MOS","Active","Riverine Assault Craft (RAC) Crewman","The RAC crewman performs duties as either coxswain for the RAC or employs the onboard weapons systems (M240G, M2, MK-19).",NULL
"Marines","Enlisted","0313","MOS","Active","LAV Crewman","The LAV crewman provides driving skills for all mission role vehicles organic to the LAR battalion and gunnery skills for the coaxial 7.62mm machine-gun and 25mm chaingun on the LAV(25) variant. LAV crewman are proficient in mobile screening and reconnaissance techniques in support of the MAGTF. Noncommissioned officers are assigned as vehicle commanders and as LAR squad leaders.",NULL
"Marines","Enlisted","0314","MOS","Active","Rigid Raiding Craft (RRC)/Rigid Hull Inflatable Boat (RHIB) Coxswain","The rigid raiding craft/rigid hull inflatable boat (RHIB) coxswain is responsible for the safety and conduct of this boat team and embarked Marines, and the safe operation, launch, recovery, maintenance of the craft and its associated SL-3 equipment, and components.",NULL
"Marines","Enlisted","0316","MOS","Active","Combat Rubber Reconnaissance Craft (CRRC) Coxswain","The combat rubber reconnaissance craft (CRRC) coxswain is responsible for the safety and conduct of his boat team and the safe operation, handling, launch, recovery and maintenance of Combat Rubber Reconnaissance Craft (CRRC) and its associated equipment, components and SL-3 items.",NULL
"Marines","Enlisted","0317","MOS","Active","Scout Sniper","The scout sniper is a Marine skilled in field craft and marksmanship who delivers long range, precision fire on selected targets from concealed positions in support of combat operations. They have a secondary mission of gathering information for intelligence purposes. They participate in activities designed to deny the enemy freedom of movement by targeting enemy leaders, crewserved weapons operators, radiomen, observers, messengers, and other key personnel with precision fire. Scout snipers engage vital material targets such as command and control equipment, light armored vehicles, air defense radar, and missile launchers that require precision rifle fire to neutralize. Scout snipers also conduct close reconnaissance and surveillance operations for the infantry battalion in support of the intelligence section.",NULL
"Marines","Enlisted","0321","MOS","Active","Reconnaissance Man","The reconnaissance man is an infantry Marine skilled in amphibious ground reconnaissance. In addition to basic infantry skills, he possesses proficiency in scout swimming, small boat operations and refined scouting, patrolling and long-range communications skills. Reconnaissance men receive advanced training as static line and military freefall parachutists and jumpmasters, as well as combatatant divers and diving supervisors. Reconnaissance men serve initially in USMC reconnaissance with possible future assignment to Marine Special Operations Command.",NULL
"Marines","Enlisted","0323","MOS","Active","Reconnaissance Man, Parachutist Qualified","Reconnaissance man, parachute qualified, participates in reconnaissance activities to gain information on the enemy and terrain. When appropriate, utilizes parachute as a means of entry in the execution of reconnaissance missions.",NULL
"Marines","Enlisted","0324","MOS","Active","Reconnaissance Man, Combatant Diver Qualified","Reconnaissance man, combatant diver qualified, participates in reconnaissance activities to gain information of the enemy and terrain. Utilize combatant diving, when appropriate, in the execution of reconnaissance missions.",NULL
"Marines","Enlisted","0326","MOS","Active","Reconnaissance Man, Parachute and Combatant Diver Qualified","Reconnaissance man, parachute and combatant diver qualified, participates in reconnaissance activities to gain information about the enemy and terrain, employ parachute insertion as the means of entry or when appropriate, combatant diver to insert/extract.",NULL
"Marines","Enlisted","0331","MOS","Active","Machine Gunner","The machine gunner is responsible for the tactical employment of the 7.62mm medium machine-gun, the 50 cal. and 40mm heavy machine-gun, and their support vehicle. Machine gunners provide direct fire in support of the rifle and LAR squads/platoons/companies and the infantry and LAR battalions. They are located in the weapons platoons of the rifle and LAR companies and the weapons company of the infantry battalion. Noncommissioned officers are assigned as team leaders and squad leaders/section leaders.",NULL
"Marines","Enlisted","0341","MOS","Active","Mortarman","The mortarmen is responsible for the tactical employment of the 60mm light mortar and the 81mm medium mortar. Mortarmen provide indirect fire in support of the rifle and LAR squads/platoons/companies and the infantry and LAR battalions. They are located in the weapons platoons of the rifle and LAR companies and the weapons company of the infantry battalion. Noncommissioned officers are assigned as mortar gunners, forward observers, fire direction plotters, and squad and section leaders.",NULL
"Marines","Enlisted","0351","MOS","Active","Infantry Assaultman","The assaultman is responsible for the tactical employment of the shoulder-launched multipurpose assault weapon (SMAW), the Dragon medium assault antitank weapon, and javelin medium assault antitank weapon. Assaultmen provide antibunker and antiarmor fire in support of the rifle squads/platoons/companies and the infantry battalion, and are located in the weapons platoons and weapons companies of the infantry battalion. Noncommissioned officers are assigned as gunners and team, squad, and section leaders.",NULL
"Marines","Enlisted","0352","MOS","Active","Anti-tank Missileman","The antitank assault guided missileman is responsible for the tactical employment of the TOW-2 heavy antitank weapon and vehicle system. They provide antitank fire in support of the infantry regiment, the LAR battalion, the tank battalion, the Marine Division, and the MAGTF. They are located in the antitank platoon of the infantry regiment, the weapons platoon of the LAR company, and the antitank platoon and scout platoon of the tank battalion. Noncommissioned officers are assigned as gunners and squad leaders.",NULL
"Marines","Enlisted","0369","MOS","Active","Infantry Unit Leader","The infantry unit leader assists commanders and operations officers in the training, deployment and tactical employment of rifle, reconnaissance, direct action, weapons, LAR, and antitank platoons/companies and infantry, reconnaissance and LAR battalions, and are proficient in all the infantry weapons systems. They supervise and coordinate the preparation of personnel, weapons and equipment for movement and combat, the establishment and operation of unit command posts, the fire and movement between tactical units, the fire of supporting arms, and the unit resupply and casualty evacuation effort. As a platoon sergeant in the rifle, surveillance and target acquisition, reconnaissance, direct action, weapons, machine-gun, LAR, and antitank platoons, he advises the platoon commander on all issues of discipline, morale and welfare. He also serves as the section leader for the scout-sniper and various weapons sections and often leads task organized patrols and teams.",NULL
"Marines","Enlisted","0411","MOS","Active","Maintenance Management Specialist","The maintenance management specialist provides advice, guidance, and assistance to the equipment commodity manager, the maintenance commodity manager, and maintenance personnel who perform maintenance and maintenance management duties. The maintenance management officer and maintenance management chief supervise maintenance management personnel, monitor maintenance management programs, policies, and procedures, and analyze maintenance and maintenance management functional areas to ensure effective management of equipment, maintenance, and materiel. The Maintenance Information Coordination Specialist assigned to the Maintenance Information Systems Coordination Office (MISCO) ensures the proper functioning of the field maintenance subsystem of the Marine Corps Integrated Maintenance Management System (MIMMS).",NULL
"Marines","Enlisted","0431","MOS","Active","Logistics/Embarkation Specialist","The logistics/embarkation specialist prepares supplies and equipment for embarkation and performs various Force Deployment Planning and Execution (FDP&E) functions to support the movement of personnel, supplies, and equipment via all modes of transportation using commercial and military assets, at all levels including unit, MAGTF, and joint operations. They are trained in the application of Automated Information Systems (AIS) that are utilized throughout the Defense Transportation system (DTS) to account, track, and interface movement data with load planning programs and joint AIS to support the FDP&E process and In Transit visibility (ITV). The ogistics/embarkation specialist is trained to prepare aircraft and ship load plans that meet organizational requirements. They assist with the preparation, planning, and execution of strategic mobility plans in accordance with the Time Phased Force Deployment Data (TPFDD) used to deploy and sustain forward deployed forces. The logistics/embarkation specialist also performs multiple logistics administrative duties within the J/G/S-4 section. They compile and maintain logistics support data, compute combat logistics support requirements, and coordinate combat logistics functions in support of MAGTF operations and deployments. At the SNCO level, they will also serve as Combat Cargo Assistants (CCAs) onboard naval amphibious assault ships. MOS 0491, Logistics/Mobility Chief is assigned as the primary MOS upon promotion to Gunnery Sergeant.",NULL
"Marines","Enlisted","0451","MOS","Active","Airborne and Air Delivery Specialist","Airborne and air delivery specialists are responsible for the maintenance of all life safety equipment relating to Airborne/Airdrop operations. In addition, they will assist in preparing the supplies and equipment necessary to deliver personnel and equipment via parachute and conduct subsequent equipment recovery and throughput operations. They are responsible for performing parachute repack as well as conducting preventive and corrective maintenance on all airdrop equipment, and will assist in evaluating proposed Landing Zone/Drop Zones in order to support the planning and execution of effective personnel, supplies, and equipment clearance during airborne, airdrop and equipment recovery operations. They will also perform various supervisory duties in support of airborne and airdrop missions to include, but not limited to, mission planning, Jumpmaster (military freefall and static line), Drop Zone Safety and Malfunctions Officers.",NULL
"Marines","Enlisted","0471","MOS","Active","Personnel Retrieval and Processing Specialist","Personnel retrieval and processing specialist perform duties in both combat and non-combat environments pertaining to the search and recovery, processing, tentative identification, interment, disinterment, and transportation of human remains and personal effects. Furthermore, they perform the various duties pertaining to the establishment of Collection Points and Interments sites. These duties are performed in both joint and single service theaters of operations and in an NBCR environment.",NULL
"Marines","Enlisted","0472","MOS","Active","Personnel Retrieval and Processing Technician","Personnel retrieval and processing technicians perform duties incident to the handling of human remains in both joint and single service theaters of operations.",NULL
"Marines","Enlisted","0481","MOS","Active","Landing Support Specialist","The landing support specialist performs various duties that support the establishment, maintenance and control of transportation throughput systems on beaches, landing zones, ports (air and sea), and terminals (rail, truck, and container) used in support of MAGTF operations and deployments. They are trained in the doctrinal concepts of landing support and the landing force support party; conducting port, arrival/departure airfield, helicopter landing zone, and rail head operations. The landing support specialist is also trained in the application of Automated Information Systems (AIS) that are utilized throughout the Defense Transportation System (DTS) to track, and interface movement data with load planning programs and joint AIS to support the FDP&E process and In Transit Visibility (ITV). NCOs and Staff NCOs plan, conduct, and supervise landing support operations and training. At the MAGTF level, they assist with the throughput of unit personnel, supplies and equipment. They also assist with the preparation, planning, and execution of strategic mobility plans in accordance with the Time Phased Force Deployment Data (TPFDD) used to deploy and sustain forward deployed forces. At the SNCO level, they will also serve as Combat Cargo Assistants (CCAs) onboard naval amphibious assault ships. MOS 0491, Logistics/Mobility Chief is assigned as the primary MOS upon promotion to Gunnery Sergeant.",NULL
"Marines","Enlisted","0491","MOS","Active","Logistics/ Mobility Chief","The logistics/mobility chief coordinates, plans, conducts and supervises logistics, embarkation, and landing support operations throughout the Marine Corps. They are also responsible for unit level logistics and embarkation training. They coordinate all combat logistics functions to deploy and sustain Marine combat forces of a MAGTF and its attached units. Logistics/mobility chiefs also serve as Combat Cargo Assistants (CCAs) onboard naval amphibious staffs and ships. They serve on General Officer staffs at the MEF, MARFOR, and HQMC level and conduct planning and execution of MAFTF deployments at the strategic level. Logistics/mobility chiefs articulate command strategic mobility requirements both present and future to appropriate agencies, such as; Headquarters Marine Corps, U.S. Transportation Command and her three Transportation Component Commands (TCCs); Surface Deployment Distribution Command, Military Sealift Command, and air Mobility Command. As the logistics/mobility chiefs? career progresses, they are assigned to Naval and Joint staffs as a liaison for the Marine Corps where they provide interface and address Marine Corps? mobility and lift requirements. They can also be assigned to serve with the TCCs as liaisons to convey the MAGTF commander?s operational requirements to support unit moves at the operational/strategic level.",NULL
"Marines","Enlisted","0521","MOS","Active","Psychological Operations Noncommissioned Officer","Psychological operations noncommissioned officers plan and execute functions pertaining to psychological operations. This MOS will be assigned to noncommissioned officers as a non-PMOS by the CMC (MM).",NULL
"Marines","Enlisted","0531","MOS","Active","Civil Affairs Noncommissioned Officer","Civil affairs noncommissioned officers perform various duties incident to the planning, coordination, and conduct of civil-military operations. They support the operation of civil affairs planning and coordination centers. They perform civil-military assessments of the operational area and coordinate with a wide variety of civilian populations, organizations, and agencies. This MOS will be assigned as a skill designator MOS only.",NULL
"Marines","Enlisted","0551","MOS","Active","Information Operations Specialist","Information operations specialist plan and advise commanders in the conduct and development of full-spectrum information operations (IO).  This MOS will be assigned as a non-PMOS only by the CMC (MM).",NULL
"Marines","Enlisted","0612","MOS","Active","Tactical Switching Operator","Tactical Switching Operators are the foundation of wire communications in the Marine Corps. The primary function of personnel holding this designation is to install, operate, and maintain wire/cable networks to link key outposts, control points, and headquarters with reliable paths for the transmission of telephone, facsimile, and data services. Additional responsibilities include installing and performing organizational maintenance on the AN/TTC-62 and AN/TTC-63 tactical telephone centers. The AN/TTC-62 Deployed End of Suite (DEOS) and AN/TTC-63 Remote Subscriber Access Module (RSAM) provide the voice services of the Transition Switch Module concept. These systems are computer-controlled nodes for multiple analog, Integrated Services Digital Network (ISDN), and Voice Over Internet Protocol (VoIP) trunks/lines. Typical duties of this MOS are installing and maintaining wire/cable/telephones/switches/media converters, adjusting equipment for proper operation, recovering wire/cable, and operating call service positions. Telephone Systems Installer/ Maintainers may obtain the additional skills of installing/maintaining Unit Level Circuit Switches and Common Baseline Circuit Switches if deemed necessary to perform wire functions specific to a particular Fleet Marine Force unit.",NULL
"Marines","Enlisted","0613","MOS","Active","Construction Wireman","Marines holding MOS 0613 perform duties in commercial cable, telephone installation and maintenance. Typical duties include integrating tactical telephone systems with host nation telephone systems, operating unique items of equipment for pole line construction (Pole Line Trucks/Series Ditcher), mounting commercial hardware and emplacing conduit systems/commercial cable.",NULL
"Marines","Enlisted","0619","MOS","Active","Telecommunications Systems Chiefs","Telecommunications systems chiefs manage the installation, operation, and maintenance of wire and cable infrastructures and command and control telephony systems. These systems provide transport for critical voice and data services as well as secure and non-secure voice communication. In addition, telecommunication systems chiefs manage budgeting, inventory, plans, quality control, and operations of garrison inside plant telecommunications networks.",NULL
"Marines","Enlisted","0621","MOS","Active","Field Radio Operator","Field radio operators identify personnel who employ radio to send and receive messages. Typical duties include the set up and tuning of radio equipment including antennas and power sources; establishing contact with distant stations; processing and logging of messages; making changes to frequencies or cryptographic codes; and maintaining equipment at the first echelon.",NULL
"Marines","Enlisted","0622","MOS","Active","Digital (Multi-channel) Wideband Transmission Equipment Operator","The digital (multi-channel) Wideband transmission equipment operator identifies those Marines who are qualified to install, operate, and maintain at the first echelon, the multichannel media equipment and AN/MRC-142.",NULL
"Marines","Enlisted","0623","MOS","Active","Tropospheric Scatter Radio Multi-channel Equipment Operator","Summary. The tropospheric scatter radio multi-channel equipment operator MOS identifies Marines who are qualified to install, operate, and maintain at the first echelon multi-channel media equipment.",NULL
"Marines","Enlisted","0627","MOS","Active","Satellite Communications Operator","The satellite communications operator PMOS identifies Marines who emplace, interconnect, energize, and verify the operation of satellite terminal equipment.",NULL
"Marines","Enlisted","0629","MOS","Active","Radio Chief","Radio chiefs are qualified to supervise the installation and operation of fixed and field radio stations, microwave stations, and visual signaling stations. The skills of a radio chief are vital in the planning and execution of successful amphibious deployments which depend upon highly mobile and reliable communications. Radio chiefs assist in selecting the frequencies and radio sites to be used for each mission as well as determining the mix of radio equipment to be employed. Radio chiefs should develop a systems approach toward communications, understanding wire and data communication equipment capabilities and systems integration.",NULL
"Marines","Enlisted","0648","MOS","Active","Spectrum Manager","The primary purpose of the strategic spectrum manager is to manage the command's/activity's requirement, assignment, and use of radio frequencies. Radio frequency managers must be trained in fundamentals of spectrum analysis, in international/national/DoD allocation and assignment procedures, in the effects of EMC/EMI on the frequency spectrum, in terrain analysis, and in DoD/military service's spectrum management programs and systems. Radio frequency Managers normally work under the cognizance of the G-6/CEO and must be knowledgeable of all organic equipment requiring the use of a radio frequency (tactical and commercial radios, radars, sensors, silent alarms, radio modems, etc.). The radio frequency manager must be capable of computing the command's/activity's need for radio frequencies and requesting the assignment of frequencies from the appropriate command or frequency management activity. They must be capable of preparing a radio frequency plan or spectrum management standard operating procedure to assure adequate assignment of radio frequencies and minimum interference among radio frequency users. This MOS will be assigned and voided only by authority of the CMC (MM) and assigned only to Marines holding MOS 0629, 0699, or 5939.",NULL
"Marines","Enlisted","0651","MOS","Active","Data Systems Technician","Data Network Technicians are responsible for the installation, configuring, and management of data network systems in both stand-alone and client-server environment, including Microsoft based curriculum on MS Exchange/Server, CISCO Certified Network Associate (CCNA) modules 1, 2, and 3, as well as other authorized data network systems. They install, configure, and maintain network services, both hardware and software. They also plan and execute the integration of multiple information systems, to include Data Distribution System-Replacement/Modular (DDS-R/M), in a network environment, evaluate and resolve customer information systems problems, and effect required hardware upgrades and repair to maintain mission capability.",NULL
"Marines","Enlisted","0652","MOS","Active","Certification Authority Workstation (CAW) Operator","The CA operates the Certificate of Authority Workstation (CAW) and performs all the certificate management functions necessary to create, distribute, and manage the X.509 Certificates on organizational and individual FORTEZZA Cards. This MOS will be voided only by authority of the CMC (MM or C4). Any PMOS may hold this skill designator MOS after completing required training.",NULL
"Marines","Enlisted","0653","MOS","Active","Defense Message System (DMS) Specialist","Defense message system specialists work in local and area control centers (LCCs/ACCs) in the supporting establishment, and in messaging sections in operating forces units . They configure and operate DMS components and systems in order to ensure proper routing and delivery of message traffic both within and outside of the Marine Corps . They configure and maintain user unit accounts, monitor message and data routing and troubleshoot problems, and provide end user assistance as needed . This MOS is awarded as a skill designator only to Marines holding PMOS 0651 .",NULL
